Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
rectdskbg1.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
ppsmlcafiapro.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
pub-377a52dc85e6411e89bb935de0d350e9.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
hempbio.pl,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
vnreintka9.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
jflkp.csb.app,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
safeconnectaccess.es,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
new.atsspb.ru,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
nvavid.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
usps.com-kmgnv.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
newburycafe.co.za,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
43.159.37.67,0,0,1,3,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
gspounos.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
judyandtonyred.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
wsu-edutyi.weebly.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
dropbox.com,0,0,1,4,0,0,1,0,1,1,1,0,0,1,0,1
sharedpoint00865.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
apecbebnpeu.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
mail-109270.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
976tep2sg8.vk.com,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1
medredig.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
rioapzxoxoz.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
bnpbancoit.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
hksubmitf.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
share.hsforms.com,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
zeolknou.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
system360.inistrack.net,0,0,1,2,0,0,0,0,1,1,1,0,0,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
vdvvdvvvdvv.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
bembadesir.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
090029323.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
torvi.pt,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
shorturl.at,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
baf.adw.mybluehost.me,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
locker-acheminement.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
bafybeibxxfasu2sruqcv6uzdqk54ggr5vpuiu7m4usz3oysskjxukithwm.ipfs.dweb.link,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
linkbio.co,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
odesli.co,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
sixshop.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
attmmmmailabbbbaaammsn.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1
wilw9399.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
ssbfdq.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
campsite.bio,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
usps.com-trackfqt.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
certi-area.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1
flowcode.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
my24pay.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
shaw-103931.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
pub-109e645b72bc4f85b6a133ea786177fd.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
livraisoncolis-relay.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
surl.li,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
sparkflrdrops.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
loathsomeguy.github.io,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
btmailupdate2024http.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
getrefadditnnow.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
pub-94779c88b34c4a6a8ec24308e9a82d18.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
signinattdynamic0ix.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
dakloun.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
app.mockplus.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
l.wl.co,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
pub-496e4b2e591d48ffafacf00783dc3e94.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
bitvavo.com.nl.services.canningmosque.com,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
att-indexmembers.web.app,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
newburycafe.co.za,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
usps.com-tracking-helpszc.cc,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
storage.cloud.google.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1
metaoperationsaccnotices.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
thewillislawgroup-pdf.pages.dev,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
secondary.obec.go.th,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
meta-support-clarificacion-page-24hours.start.page,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
mondaylimited.formstack.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,0,1
bagalmajjah.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
biokanetics.wpenginepowered.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
amirhameed.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
ountab.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
instagramm-com.vercel.app,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
banruralgtcorp.webcindario.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
exoduswallet.boxmode.io,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
ing-appmovil-inicio.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
uspsccxdfg.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
humdrum-periodic-web.glitch.me,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
mbmgetaway.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
pub-23a37de4127d400d848e88dff34ddda7.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
fcrplsexww.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
smbc-card.tomoon.hlwtty.cn,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
nnfems.com,0,0,0,4,0,0,0,0,1,1,1,1,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
rpcdappsresolver.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
povrat-poreza.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
www-celulara32-samsung.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
allegrolokalnie.zweryfikowany-sprzedawca.pl,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
bnance-accounte.online,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
ipfs.best-practice.se,0,0,1,2,0,0,0,1,1,1,1,0,0,1,0,1
342sogo.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1
ertyuiophg.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
sites.google.com,0,0,0,3,0,0,0,0,1,1,1,0,0,1,1,1
tiquitech.com,0,0,0,3,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
sertimadioprtugachurigiencocert.clinicauruguai.com,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
order9.co.kr,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
impts-gou-recouvrement.web.app,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
jazzfesten.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
fi.oma-ei-posti.com,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
shaw-102499.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
prb-progres.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
phantom-walletextensiona.webflow.io,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
urlz.fr,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
pardot.shop,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
fttfttyyv.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
pub-6a9cc012faba410f830dfac89e87682b.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
crazylittledudeserfr.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
ujjmxddsweolkijh.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
att-107824-103721.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
votecontest.pages.dev,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
ladgerlialer.webflow.io,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
docu-sign09876543w.glitch.me,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
confirm.communicationsservicedi.io.vn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
zddsswwqqqqxw.hyperphp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
kucoinieylosginie.godaddysites.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
usps.com-trackimx.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
happlly-your.cfd,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
servicemembershipoattloginscreen.boxmode.io,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
pub-c1224f795acd4b89aba268a4ed83272f.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
urlz.fr,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
y1vcfa.webwave.dev,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
allegrolokalnie.u3905.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
hub--desktop--m-ledgre.webflow.io,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
eaestlinnkcca.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
zimbra50.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
u.infotratsrk.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
postcanadascx.cfd,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
securerocklandfcu.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
mintlabs.web.app,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
thebestlinksfr.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
pub-58556d7f421f400b9cbaeabf7f5ac49c.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
groupe-connecte.fr,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
fenohebnpapp.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
btworldxx63.komi.io,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
z1m93028-94.web.app,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
beliveme6.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
43.130.31.71,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
e-zpassgcq.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
hotm.art,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
s.id,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
pub-258e7e26ecfd4ca9b72c8d8e3ac596f1.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
sadeokouhbafe.sviluppo.host,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
setupyouraccounts.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
account.booking.com,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
currentlyattmail202313.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
sites.google.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1
pub-e4c5a5d86fb14b718e89afbfb40c4a97.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
clears-step-reporteds2023.start.page,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
alwayshkg.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
metamasknlogins.webflow.io,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
sites.google.com,0,0,1,3,0,0,0,0,1,1,1,0,0,1,1,1
yasdroumenhouna.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
axeawykfrlofgc.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
assets-usa.mkt.dynamics.com,0,0,1,4,0,0,0,1,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
attmailaccountupdatingyahoonetkljasioiriouejchsdhgfhasxe.weebly.com,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
citizens4-online.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
frsogn1.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
spiceocean.co.uk,0,0,1,3,0,0,0,0,1,1,1,0,0,1,0,1
shaw-101161.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
att-2024-105889.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
johnlaw.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
home-102766.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
6t7677t8uj.usluga.me,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
uvecao.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
10fc2f0.wcomhost.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
walletc--onnect.webflow.io,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
httpshttpshttpshttpshttpshttpshttpssportybetbonusgamesng1.weebly.com,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
thgrfegtbvr.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
usps.com-trackuec.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
ezdrivema.com-ailailj.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
belspost.cc,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
vatejof752.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
sigulemada.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
srv2.g1novelas.top,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
usps.com-tracking-helpszf.cc,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
att-100271.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
pub-ede8feacc3bb4c1e84b1378ac2e3972d.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
twin-famillerez.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
43.134.191.197,0,0,1,3,1,0,0,0,1,1,1,0,0,1,0,1
ipfs.io,0,0,1,2,0,0,0,0,1,1,1,0,0,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
com-fcuotm.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
bzdsklou.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
app.jotform.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
webmail-101333.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
cap.portorealprotecaoveicular.com.br,0,0,1,2,0,0,0,0,1,1,1,1,0,1,0,1
ezdrive.com-hohq.xin,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
agrame.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
meartoklnbhgta.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
treazorv--started.webflow.io,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
usps.com-trackxth.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
com-tracking-vvem.cc,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
my-start-trizor-t-cdn.webflow.io,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
canadapost-poste.life,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
about.me,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
pub-f7b0a9d97d464fce9678ad18a7f1e812.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
ipfs.best-practice.se,0,0,1,3,1,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
mybt-0-jvq6.my.asekio.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
amendes-gouv-fr.ert.com.br,0,0,0,2,0,0,1,1,1,1,1,1,0,1,0,1
hsobec.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
43.130.13.125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
sbcgloballink-1098.wixsite.com,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
acheminement-echec.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
protect-a5129.web.app,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
ezdrive.com-zwd2.xin,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
pub-3096005ebeae423182ccd89665564d8a.r2.dev,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
allegrolokalnie.874291499.shop,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
govauthh.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
pub-c46eb868bd494afe958fdeac7ae87e1c.r2.dev,0,0,1,2,0,0,0,1,1,1,1,0,0,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
nl-c4d.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bulgtndtu.web.app,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
nansin.pages.dev,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
217651.8b.io,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
loginhomepage-sharefile.myportfolio.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
telegram-skt.com,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
wladjyarinousrk22.page.link,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1
pcampbelldd2f.myportfolio.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
remede-1dc91.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
zpr.io,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,0,1
authezor-login.webflow.io,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
hgcdhbxnf.weebly.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
gsq.yaf.temporary.site,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
